Sample in Buffer	Sample in Window	instrAB	instrDB	dataAB_cpu	dataDBo_cpu	dataDBi_cpu	selector	wmode_cpu	finish	datarw_cpu	datareq_cpu	dataae_cpu	dataack_cpu	cancel_cpu	dataack_mem	datareq_mem	emode_cpu	dataack_ports(2)	datareq_ports(2)	enb
503	503	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
504	504	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
505	505	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
506	506	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
507	507	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
508	508	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
509	509	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
510	510	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
511	511	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
512	512	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
513	513	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
514	514	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
515	515	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
516	516	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
517	517	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
518	518	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
519	519	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
520	520	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
521	521	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
522	522	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
523	523	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
524	524	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
525	525	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
526	526	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
527	527	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
528	528	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
529	529	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
530	530	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
531	531	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
532	532	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
533	533	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
534	534	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
535	535	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
536	536	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
537	537	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
538	538	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
539	539	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
540	540	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
541	541	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
542	542	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
543	543	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
544	544	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
545	545	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
546	546	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
547	547	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
548	548	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
549	549	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
550	550	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
551	551	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
552	552	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
553	553	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
554	554	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
555	555	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
556	556	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
557	557	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
558	558	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
559	559	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
560	560	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
561	561	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
562	562	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
563	563	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
564	564	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
565	565	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
566	566	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
567	567	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
568	568	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
569	569	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
570	570	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
571	571	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
572	572	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
573	573	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
574	574	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
575	575	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
576	576	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
577	577	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
578	578	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
579	579	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
580	580	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
581	581	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
582	582	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
583	583	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
584	584	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
585	585	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
586	586	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
587	587	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
588	588	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
589	589	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
590	590	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
591	591	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
592	592	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
593	593	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
594	594	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
595	595	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
596	596	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
597	597	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
598	598	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
599	599	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
600	600	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
601	601	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
602	602	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
603	603	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
604	604	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
605	605	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
606	606	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
607	607	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
608	608	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
609	609	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
610	610	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
611	611	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
612	612	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
613	613	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
614	614	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
615	615	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
616	616	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
617	617	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
618	618	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
619	619	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
620	620	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
621	621	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
622	622	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
623	623	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
624	624	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
625	625	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
626	626	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
627	627	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
628	628	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
629	629	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
630	630	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
631	631	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
632	632	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
633	633	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
634	634	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
635	635	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
636	636	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
637	637	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
638	638	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
639	639	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
640	640	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
641	641	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
642	642	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
643	643	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
644	644	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
645	645	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
646	646	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
647	647	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
648	648	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
649	649	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
650	650	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
651	651	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
652	652	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
653	653	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
654	654	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
655	655	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
656	656	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
657	657	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
658	658	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
659	659	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
660	660	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
661	661	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
662	662	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
663	663	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
664	664	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
665	665	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
666	666	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
667	667	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
668	668	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
669	669	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
670	670	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
671	671	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
672	672	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
673	673	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
674	674	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
675	675	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
676	676	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
677	677	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
678	678	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
679	679	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
680	680	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
681	681	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
682	682	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
683	683	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
684	684	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
685	685	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
686	686	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
687	687	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
688	688	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
689	689	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
690	690	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
691	691	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
692	692	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
693	693	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
694	694	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
695	695	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
696	696	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
697	697	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
698	698	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
699	699	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
700	700	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
701	701	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
702	702	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
703	703	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
704	704	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
705	705	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
706	706	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
707	707	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
708	708	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
709	709	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
710	710	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
711	711	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
712	712	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
713	713	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
714	714	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
715	715	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
716	716	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
717	717	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
718	718	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
719	719	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
720	720	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
721	721	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
722	722	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
723	723	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
724	724	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
725	725	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
726	726	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
727	727	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
728	728	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
729	729	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
730	730	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
731	731	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
732	732	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
733	733	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
734	734	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
735	735	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
736	736	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
737	737	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
738	738	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
739	739	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
740	740	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
741	741	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
742	742	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
743	743	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
744	744	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
745	745	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
746	746	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
747	747	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
748	748	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
749	749	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
750	750	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
751	751	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
752	752	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
753	753	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
